brand,processor_brand,processor_name,ram_,ssd,hdd,weight,latest_price
ASUS,Intel,Core i5,8,512,0,Casual,75990
Lenovo,Intel,Core i5,8,512,0,Casual,84086
ASUS,Intel,Core i5,8,1024,0,Gaming,75990
ASUS,Intel,Core i5,8,1024,0,Gaming,77990
ASUS,Intel,Core i5,8,1024,0,Casual,77990
APPLE,Intel,Core i5,16,1024,0,Casual,179990
APPLE,Intel,Core i5,16,1024,0,Casual,179990
ASUS,Intel,Core i5,8,1024,0,Casual,82990
ASUS,Intel,Core i5,8,1024,0,Casual,87990
ASUS,Intel,Core i5,8,1024,0,Casual,84500
DELL,Intel,Core i5,8,1024,0,ThinNlight,74190
Lenovo,Intel,Core i5,8,1024,0,ThinNlight,64990
Lenovo,Intel,Core i5,8,512,512,ThinNlight,155411
Lenovo,Intel,Core i5,8,512,512,ThinNlight,125394
acer,Intel,Core i5,8,0,1024,Casual,49990
acer,Intel,Core i5,8,0,1024,ThinNlight,46990
DELL,Intel,Core i5,8,0,1024,ThinNlight,48990
acer,Intel,Core i5,8,0,1024,Casual,59999
ASUS,Intel,Core i5,8,0,1024,ThinNlight,46990
MSI,Intel,Core i5,8,0,1024,Casual,52990
Lenovo,Intel,Core i5,8,0,1024,Casual,57999
Lenovo,Intel,Core i5,8,0,1024,Casual,52490
Lenovo,Intel,Core i5,8,0,1024,Casual,56990
acer,Intel,Core i5,8,0,1024,ThinNlight,61990
DELL,Intel,Core i5,8,0,1024,Casual,58090
ASUS,Intel,Core i5,8,0,1024,Casual,56990
acer,Intel,Core i5,8,0,1024,ThinNlight,61597
ASUS,Intel,Core i5,8,0,1024,ThinNlight,81990
ASUS,Intel,Core i5,8,0,1024,Casual,61249
DELL,Intel,Core i5,8,0,1024,Casual,58990
ASUS,Intel,Core i5,8,0,1024,Casual,83990
MSI,Intel,Core i5,8,0,512,Casual,291190
MSI,Intel,Core i5,8,0,512,Casual,145990
MSI,Intel,Core i5,8,0,512,Casual,179990
HP,Intel,Core i5,8,0,1024,Casual,64990
HP,Intel,Core i5,8,0,1024,Casual,46790
HP,Intel,Core i5,4,0,1024,Casual,44599
acer,Intel,Core i5,8,0,1024,Casual,72964
HP,Intel,Core i5,8,0,1024,Casual,48790
acer,Intel,Core i5,8,0,1024,Casual,56491
ASUS,Intel,Core i5,8,256,1024,Casual,50990
ASUS,Intel,Core i5,8,256,1024,Gaming,55990
acer,Intel,Core i5,8,256,1024,Casual,57990
ASUS,Intel,Core i5,8,256,1024,Casual,52990
DELL,Intel,Core i5,8,256,1024,Casual,57990
acer,Intel,Core i5,8,256,1024,ThinNlight,56990
acer,Intel,Core i5,8,256,1024,Casual,55490
DELL,Intel,Core i5,8,256,1024,Casual,62490
ASUS,Intel,Core i5,16,256,1024,Casual,64990
Lenovo,Intel,Core i5,8,256,1024,Casual,59990
ASUS,Intel,Core i5,8,256,1024,Casual,60190
ASUS,Intel,Core i5,8,256,1024,Gaming,54490
Lenovo,Intel,Core i5,8,256,1024,Casual,60990
DELL,Intel,Core i5,4,256,1024,ThinNlight,55790
ASUS,Intel,Core i5,16,256,1024,Casual,64990
ASUS,Intel,Core i5,16,256,1024,ThinNlight,58990
DELL,Intel,Core i5,8,256,1024,ThinNlight,54990
HP,Intel,Core i5,8,256,1024,Gaming,71990
DELL,Intel,Core i5,8,256,1024,Casual,69900
Lenovo,Intel,Core i5,8,256,1024,Casual,65990
ASUS,Intel,Core i5,8,256,1024,Casual,49990
DELL,Intel,Core i5,8,256,1024,ThinNlight,58990
Lenovo,Intel,Core i5,8,256,1024,Gaming,74590
ASUS,Intel,Core i5,8,256,1024,Casual,58990
ASUS,Intel,Core i5,8,256,1024,Casual,64990
DELL,Intel,Core i5,8,256,1024,Casual,66490
DELL,Intel,Core i5,8,256,1024,Casual,77900
DELL,Intel,Core i5,8,256,1024,Casual,67490
DELL,Intel,Core i5,8,256,1024,ThinNlight,61990
DELL,Intel,Core i5,8,256,1024,Casual,58990
Lenovo,Intel,Core i5,8,256,1024,Gaming,74999
ASUS,Intel,Core i5,8,256,1024,Casual,68900
DELL,Intel,Core i5,8,256,1024,Casual,71695
acer,Intel,Core i5,16,256,1024,Casual,62490
DELL,Intel,Core i5,8,0,2048,Casual,62317
MSI,Intel,Core i5,8,0,512,Casual,207290
DELL,Intel,Core i7,16,256,0,Casual,87990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
Avita,Intel,Core i7,8,256,0,ThinNlight,73990
ASUS,Intel,Core i7,16,512,0,Casual,57990
ASUS,Intel,Core i7,8,512,0,Gaming,61990
MSI,Intel,Core i7,16,512,0,Casual,79990
Lenovo,Intel,Core i7,8,512,0,Gaming,68990
Mi,Intel,Core i7,8,512,0,Casual,59490
Lenovo,Intel,Core i7,16,512,0,Casual,85990
Lenovo,Intel,Core i7,16,512,0,Casual,99990
Infinix,Intel,Core i7,16,512,0,Casual,54990
ASUS,Intel,Core i7,8,512,0,Casual,77990
Lenovo,Intel,Core i7,8,512,0,Gaming,79990
HP,Intel,Core i7,16,512,0,Casual,93190
ASUS,Intel,Core i7,16,512,0,Casual,94990
Lenovo,Intel,Core i7,16,512,0,Casual,84990
MSI,Intel,Core i7,8,512,0,ThinNlight,57990
HP,Intel,Core i7,16,512,0,Casual,102990
DELL,Intel,Core i7,16,512,0,Casual,99990
ASUS,Intel,Core i7,16,512,0,Gaming,94990
HP,Intel,Core i7,16,512,0,Casual,104000
MSI,Intel,Core i7,16,512,0,Casual,76990
HP,Intel,Core i7,16,512,0,Gaming,90190
Lenovo,Intel,Core i7,16,512,0,Casual,88488
MSI,Intel,Core i7,16,512,0,Casual,109990
MSI,Intel,Core i7,16,512,0,Casual,86990
MSI,Intel,Core i7,16,512,0,Casual,89990
HP,Intel,Core i7,16,512,0,Casual,239759
ASUS,Intel,Core i7,16,512,0,Casual,78990
DELL,Intel,Core i7,16,512,0,ThinNlight,121890
ASUS,Intel,Core i7,16,512,0,ThinNlight,85990
MSI,Intel,Core i7,16,512,0,Casual,94990
HP,Intel,Core i7,16,512,0,Gaming,92000
HP,Intel,Core i7,16,512,0,Casual,162990
DELL,Intel,Core i7,16,512,0,ThinNlight,135300
MSI,Intel,Core i7,16,512,0,Casual,64990
Lenovo,Intel,Core i7,16,512,0,ThinNlight,174527
Lenovo,Intel,Core i7,16,512,0,ThinNlight,162299
DELL,Intel,Core i7,16,512,0,Casual,109190
HP,Intel,Core i7,16,512,0,Casual,99999
MSI,Intel,Core i7,16,512,0,Casual,104990
ASUS,Intel,Core i7,16,512,0,ThinNlight,109990
ASUS,Intel,Core i7,16,512,0,ThinNlight,99990
Lenovo,Intel,Core i7,16,512,0,ThinNlight,244801
ASUS,Intel,Core i7,16,512,0,ThinNlight,94990
Lenovo,Intel,Core i7,16,512,0,ThinNlight,86000
Lenovo,Intel,Core i7,16,512,0,Casual,162399
HP,Intel,Core i7,16,512,0,Casual,119599
Lenovo,Intel,Core i7,16,512,0,ThinNlight,211753
Lenovo,Intel,Core i7,16,512,0,Casual,110999
DELL,Intel,Core i7,16,512,0,Casual,99990
ASUS,Intel,Core i7,8,512,0,ThinNlight,81990
MSI,Intel,Core i7,8,512,0,Casual,66990
MSI,Intel,Core i7,16,1024,0,Casual,84990
ASUS,Intel,Core i7,16,1024,0,Casual,104990
ASUS,Intel,Core i7,16,1024,0,Casual,134990
ASUS,Intel,Core i7,16,1024,0,Gaming,98990
HP,Intel,Core i7,16,1024,0,Casual,144690
ASUS,Intel,Core i7,16,1024,0,ThinNlight,99990
MSI,Intel,Core i7,16,1024,0,Casual,119990
ASUS,Intel,Core i7,16,1024,0,Casual,194990
ASUS,Intel,Core i7,16,1024,0,Casual,124990
DELL,Intel,Core i7,16,1024,0,Casual,122410
HP,Intel,Core i7,16,1024,0,Casual,179990
MSI,Intel,Core i7,16,1024,0,Casual,154990
Lenovo,Intel,Core i7,16,1024,0,Casual,122990
ASUS,Intel,Core i7,16,1024,0,Casual,224990
MSI,Intel,Core i7,16,1024,0,Casual,279990
HP,Intel,Core i7,16,1024,0,Casual,121990
HP,Intel,Core i7,16,1024,0,Casual,116990
Lenovo,Intel,Core i7,16,1024,0,Casual,151098
MSI,Intel,Core i7,16,1024,0,Casual,129990
HP,Intel,Core i7,16,1024,0,Casual,149999
MSI,Intel,Core i7,16,1024,0,Casual,139990
acer,Intel,Core i7,16,1024,0,Casual,129990
HP,Intel,Core i7,16,1024,0,Casual,171990
DELL,Intel,Core i7,16,1024,0,Casual,93955
ASUS,Intel,Core i7,16,1024,0,Casual,234990
HP,Intel,Core i7,16,1024,0,Casual,128500
Lenovo,Intel,Core i7,16,1024,0,Casual,102990
ASUS,Intel,Core i7,16,1024,0,Casual,119990
ASUS,Intel,Core i7,16,1024,0,Casual,120980
ASUS,Intel,Core i7,16,1024,0,Casual,157249
Lenovo,Intel,Core i7,16,1024,0,ThinNlight,229900
ASUS,Intel,Core i7,16,1024,0,Casual,131500
ASUS,Intel,Core i7,16,1024,0,Casual,154990
ASUS,Intel,Core i7,16,1024,0,Casual,165990
Lenovo,Intel,Core i7,16,1024,0,ThinNlight,119990
ASUS,Intel,Core i7,16,1024,0,Casual,167990
HP,Intel,Core i7,16,1024,0,Casual,165000
Avita,Intel,Core i7,16,1024,0,ThinNlight,62990
Lenovo,Intel,Core i7,16,1024,0,Casual,85990
HP,Intel,Core i7,16,1024,0,Casual,94990
HP,Intel,Core i7,16,1024,0,Casual,136990
Lenovo,Intel,Core i7,16,1024,0,Casual,234990
acer,Intel,Core i7,16,2048,0,Casual,159990
ASUS,Intel,Core i7,16,2048,0,Casual,233990
ASUS,Intel,Core i7,16,0,1024,Casual,93990
HP,Intel,Core i7,16,128,1024,Casual,116941
MSI,Intel,Core i7,8,256,1024,Casual,63990
ASUS,Intel,Core i7,16,256,1024,Gaming,66990
ASUS,Intel,Core i7,16,256,1024,ThinNlight,82500
acer,Intel,Core i7,16,256,1024,Casual,119990
MSI,Intel,Core i7,16,256,1024,Casual,159990
ASUS,Intel,Core i7,16,256,1024,ThinNlight,98912
acer,Intel,Core i7,16,512,1024,Casual,92990
acer,Intel,Core i7,16,512,1024,Casual,119990
acer,Intel,Core i9,32,1024,0,Casual,169990
acer,Intel,Core i9,16,1024,0,Casual,139990
MSI,Intel,Core i9,16,1024,0,Casual,192990
ASUS,Intel,Core i9,16,1024,0,Casual,299990
ASUS,Intel,Core i9,16,1024,0,Casual,269990
ASUS,Intel,Core i9,16,1024,0,Gaming,139990
Lenovo,Intel,Core i9,16,1024,0,Casual,265998
ASUS,Intel,Core i9,16,3072,0,Casual,441990
Smartron,Intel,Core m3,4,128,0,Casual,42990
MSI,Intel,Core i5,8,0,512,Casual,86990
acer,AMD,Dual Core,4,256,0,Casual,29990
acer,AMD,Dual Core,4,256,0,Casual,31990
MSI,Intel,Core i5,8,0,512,Casual,109990
MSI,Intel,Core i5,8,0,512,Casual,109590
ASUS,Intel,Core i7,16,0,512,Casual,146490
HP,Intel,Dual Core,4,0,512,Casual,61745
ASUS,Intel,Ever Screenpad,4,0,512,Casual,209690
ASUS,Intel,Ever Screenpad,4,0,512,Casual,175190
ALIENWARE,Intel,GeForce GTX,8,0,512,Casual,199990
DELL,Intel,GeForce GTX,8,0,512,Casual,75500
ALIENWARE,Intel,GeForce RTX,8,0,512,Casual,345390
ALIENWARE,Intel,GeForce RTX,8,0,512,Casual,214790
ALIENWARE,Intel,GeForce RTX,8,0,512,Casual,269290
DELL,Intel,GEFORCE RTX,4,0,512,Casual,95990
MSI,Intel,Hexa Core,16,512,0,Casual,76990
MSI,Intel,Hexa Core,8,256,1024,Casual,55990
APPLE,M1,M1,8,256,0,Casual,85990
APPLE,M1,M1,8,256,0,Casual,112990
APPLE,M1,M1,16,256,0,Casual,104990
APPLE,M1,M1,8,256,0,Casual,112990
APPLE,M1,M1,16,256,0,Casual,132990
APPLE,M1,M1,16,256,0,Casual,104990
APPLE,M1,M1,8,256,0,Casual,85990
APPLE,M1,M1,16,512,0,Casual,149990
APPLE,M1,M1,8,512,0,Casual,125990
APPLE,M1,M1,8,512,0,Casual,103990
APPLE,M1,M1,8,512,0,Casual,101990
APPLE,M1,M1,8,512,0,Casual,104990
APPLE,M1,M1,8,512,0,Casual,131990
APPLE,M1,M1,16,512,0,Casual,128990
APPLE,M1,M1,16,512,0,Casual,184990
APPLE,M1,M1,16,512,0,Casual,225990
APPLE,M1,M1,4,512,0,Casual,124990
APPLE,M1,M1,8,512,0,Casual,104990
APPLE,M1,M1,8,1024,0,Casual,149990
APPLE,M1,M1,16,1024,0,Casual,169990
APPLE,M1,M1,16,1024,0,Casual,225990
APPLE,M1,M1,16,1024,0,Casual,243990
APPLE,M1,M1,32,1024,0,Casual,309990
APPLE,M1,M1,16,1024,0,Casual,225990
DELL,Intel,GeForce RTX,8,0,512,Casual,179990
acer,Intel,Genuine Windows,4,128,0,Casual,116640
acer,Intel,Genuine Windows,4,0,512,Casual,129999
ASUS,Intel,Pentium Quad,4,0,512,Casual,45990
iball,Intel,Pentium Quad,4,0,512,Casual,13990
ASUS,Intel,Pentium Quad,4,128,0,Casual,58100
ASUS,Intel,Pentium Quad,8,256,0,Casual,62990
HP,Intel,Pentium Quad,8,256,0,ThinNlight,32990
ASUS,Intel,Pentium Quad,4,256,0,ThinNlight,33990
acer,Intel,Pentium Quad,4,256,0,Casual,30990
DELL,Intel,Pentium Quad,4,256,0,ThinNlight,36000
ASUS,Intel,Pentium Quad,4,256,0,ThinNlight,32990
DELL,Intel,Pentium Quad,4,256,0,Casual,35990
ASUS,Intel,Pentium Quad,4,0,1024,Casual,27990
ASUS,Intel,Pentium Quad,4,0,1024,Casual,25990
ASUS,Intel,Pentium Quad,4,0,1024,Casual,25990
ASUS,Intel,Pentium Quad,4,0,1024,Casual,30780
ASUS,Intel,Pentium Silver,4,256,0,ThinNlight,29990
ASUS,Intel,Pentium Silver,4,256,0,ThinNlight,31990
Lenovo,Intel,Genuine Windows,4,0,512,Casual,77890
HP,AMD,Ryzen 3,8,256,0,ThinNlight,37990
ASUS,AMD,Ryzen 3,8,256,0,ThinNlight,35990
DELL,AMD,Ryzen 3,8,256,0,ThinNlight,39490
DELL,AMD,Ryzen 3,8,256,0,ThinNlight,36990
DELL,AMD,Ryzen 3,8,256,0,ThinNlight,39990
ASUS,AMD,Ryzen 3,4,256,0,ThinNlight,33690
DELL,AMD,Ryzen 3,8,256,0,ThinNlight,40590
ASUS,AMD,Ryzen 3,4,256,0,Casual,37990
ASUS,AMD,Ryzen 3,4,256,0,ThinNlight,34500
acer,AMD,Ryzen 3,8,512,0,Casual,36990
HP,AMD,Ryzen 3,8,512,0,ThinNlight,43490
HP,AMD,Ryzen 3,8,512,0,ThinNlight,41490
acer,AMD,Ryzen 3,4,512,0,Casual,34990
HP,AMD,Ryzen 3,4,512,0,ThinNlight,44490
DELL,AMD,Ryzen 3,4,512,0,ThinNlight,40590
DELL,AMD,Ryzen 3,8,512,0,ThinNlight,42090
DELL,AMD,Ryzen 3,8,0,1024,ThinNlight,35990
HP,AMD,Ryzen 3,8,0,1024,ThinNlight,39490
DELL,AMD,Ryzen 3,8,0,1024,ThinNlight,37390
DELL,AMD,Ryzen 3,4,0,1024,ThinNlight,52632
DELL,AMD,Ryzen 3,4,0,1024,Casual,39990
DELL,AMD,Ryzen 3,4,0,1024,Casual,43990
HP,AMD,Ryzen 3,4,0,1024,Casual,32917
Lenovo,AMD,Ryzen 3,4,0,1024,Casual,34990
DELL,AMD,Ryzen 3,8,0,1024,ThinNlight,39990
HP,AMD,Ryzen 3,8,256,1024,Casual,41999
HP,MediaTek,MediaTek Kompanio,4,0,512,Casual,22990
HP,MediaTek,MediaTek Kompanio,4,0,512,Casual,22490
HP,MediaTek,MediaTek Kompanio,4,0,512,Casual,22990
MICROSOFT,AMD,Ryzen 5,4,128,0,Casual,99990
DELL,AMD,Ryzen 5,8,256,0,Casual,41990
DELL,AMD,Ryzen 5,8,256,0,ThinNlight,44490
DELL,AMD,Ryzen 5,8,256,0,Casual,41990
DELL,AMD,Ryzen 5,8,256,0,ThinNlight,44490
MSI,AMD,Ryzen 5,4,256,0,Casual,49990
DELL,AMD,Ryzen 5,4,256,0,ThinNlight,44390
HP,AMD,Ryzen 5,8,512,0,Casual,57990
Lenovo,AMD,Ryzen 5,8,512,0,Gaming,56990
Lenovo,AMD,Ryzen 5,8,512,0,ThinNlight,48990
HP,AMD,Ryzen 5,8,512,0,ThinNlight,49970
MSI,AMD,Ryzen 5,8,512,0,Casual,47990
HP,AMD,Ryzen 5,8,512,0,ThinNlight,48990
acer,AMD,Ryzen 5,8,512,0,ThinNlight,53990
Lenovo,AMD,Ryzen 5,8,512,0,Casual,52990
acer,AMD,Ryzen 5,8,512,0,Casual,43990
Lenovo,AMD,Ryzen 5,8,512,0,Gaming,59490
MSI,AMD,Ryzen 5,8,512,0,Casual,64990
DELL,AMD,Ryzen 5,8,512,0,ThinNlight,47490
HP,AMD,Ryzen 5,8,512,0,Casual,59990
Lenovo,AMD,Ryzen 5,8,512,0,Casual,69990
HP,AMD,Ryzen 5,8,512,0,Casual,58990
DELL,AMD,Ryzen 5,8,512,0,ThinNlight,59490
HP,AMD,Ryzen 5,16,512,0,ThinNlight,67500
HP,AMD,Ryzen 5,8,512,0,Casual,48990
ASUS,AMD,Ryzen 5,8,512,0,Casual,62450
ASUS,AMD,Ryzen 5,8,512,0,Casual,58990
ASUS,AMD,Quad,4,0,512,Casual,19990
HP,AMD,Ryzen 5,8,512,0,ThinNlight,57999
ASUS,AMD,Ryzen 5,16,512,0,Casual,56990
HP,AMD,Ryzen 5,8,512,0,Casual,72990
HP,AMD,Ryzen 5,16,512,0,Casual,65990
HP,AMD,Ryzen 5,16,512,0,Casual,98020
HP,AMD,Ryzen 5,16,512,0,Casual,63990
ASUS,AMD,Ryzen 5,8,512,0,ThinNlight,49890
DELL,AMD,Ryzen 5,8,512,0,ThinNlight,49990
DELL,AMD,Ryzen 5,8,512,0,ThinNlight,59490
HP,AMD,Ryzen 5,8,512,0,Casual,73999
DELL,AMD,Ryzen 5,4,512,0,ThinNlight,60990
DELL,AMD,Ryzen 5,4,512,0,Casual,76190
Lenovo,AMD,Ryzen 5,4,512,0,ThinNlight,74798
ASUS,AMD,Ryzen 5,4,512,0,Casual,58990
HP,AMD,Ryzen 5,4,512,0,Casual,68100
Lenovo,AMD,Ryzen 5,4,512,0,ThinNlight,77990
HP,AMD,Ryzen 5,4,512,0,ThinNlight,55090
ASUS,AMD,Ryzen 5,4,512,0,Casual,91990
HP,AMD,Ryzen 5,4,512,0,Casual,84208
acer,AMD,Ryzen 5,4,512,0,Casual,44990
HP,AMD,Ryzen 5,4,512,0,ThinNlight,53490
Lenovo,AMD,Ryzen 5,4,512,0,Casual,76498
DELL,AMD,Ryzen 5,4,512,0,Casual,98920
MSI,AMD,Ryzen 5,4,512,0,Casual,54990
acer,AMD,Ryzen 5,4,512,0,Casual,49990
HP,AMD,Ryzen 5,4,512,0,Casual,52380
acer,AMD,Ryzen 5,4,512,0,ThinNlight,49990
HP,AMD,Ryzen 5,4,512,0,ThinNlight,52500
Vaio,AMD,Ryzen 5,4,512,0,ThinNlight,49590
ASUS,AMD,Ryzen 5,4,512,0,ThinNlight,49990
acer,AMD,Ryzen 5,4,512,0,ThinNlight,75999
ASUS,AMD,Ryzen 5,4,512,0,Casual,80990
Lenovo,AMD,Ryzen 5,4,512,0,Casual,59900
HP,AMD,Ryzen 5,4,512,0,ThinNlight,54590
DELL,AMD,Ryzen 5,4,512,0,Casual,75500
HP,AMD,Ryzen 5,8,512,0,ThinNlight,51890
ASUS,AMD,Ryzen 5,16,512,0,Casual,78000
Vaio,AMD,Ryzen 5,8,512,0,ThinNlight,50990
HP,AMD,Ryzen 5,16,512,0,ThinNlight,59999
HP,AMD,Ryzen 5,8,512,0,Gaming,64990
DELL,AMD,Ryzen 5,4,1024,0,Casual,57900
Lenovo,AMD,Ryzen 5,4,1024,0,ThinNlight,81978
HP,AMD,Ryzen 5,4,0,1024,Gaming,59990
DELL,AMD,Ryzen 5,8,256,1024,Casual,49490
ASUS,AMD,Ryzen 5,8,256,1024,Casual,54990
Lenovo,AMD,Ryzen 5,8,256,1024,Casual,68500
ASUS,AMD,Ryzen 5,8,256,1024,Casual,54990
ASUS,AMD,Ryzen 5,8,256,1024,Casual,54990
Lenovo,AMD,Ryzen 5,8,256,1024,Gaming,63990
HP,AMD,Ryzen 5,4,256,1024,Gaming,80000
DELL,AMD,Ryzen 5,4,256,1024,Casual,51990
ASUS,AMD,Ryzen 5,4,256,1024,Casual,62990
HP,AMD,Ryzen 5,4,256,1024,ThinNlight,52990
ASUS,AMD,Ryzen 5,4,256,1024,ThinNlight,75100
ASUS,AMD,Ryzen 7,16,512,0,Gaming,76990
ASUS,AMD,Ryzen 7,16,512,0,Casual,79990
ASUS,AMD,Ryzen 7,8,512,0,Casual,71990
ASUS,AMD,Ryzen 7,8,512,0,Casual,71990
Lenovo,AMD,Ryzen 7,16,512,0,Casual,99990
ASUS,AMD,Ryzen 7,16,512,0,Casual,79990
DELL,AMD,Ryzen 7,16,512,0,Casual,93990
ASUS,AMD,Ryzen 7,16,512,0,Gaming,82990
ASUS,AMD,Ryzen 7,4,512,0,Casual,106990
ASUS,AMD,Ryzen 7,4,512,0,Casual,92990
Lenovo,Intel,Ryzen 7,4,512,0,Casual,81490
ASUS,AMD,Ryzen 7,4,512,0,Casual,56990
MSI,AMD,Ryzen 7,4,512,0,Casual,64990
Lenovo,AMD,Ryzen 7,4,512,0,Casual,60990
Lenovo,AMD,Ryzen 7,4,512,0,Casual,84988
HP,AMD,Ryzen 7,4,512,0,Casual,90990
Vaio,AMD,Ryzen 7,4,512,0,ThinNlight,56990
ASUS,AMD,Ryzen 7,4,512,0,Casual,63990
Lenovo,AMD,Ryzen 7,4,512,0,Casual,63990
HP,AMD,Ryzen 7,4,512,0,ThinNlight,57999
ASUS,AMD,Ryzen 7,4,512,0,Casual,72400
Lenovo,AMD,Ryzen 7,4,512,0,Casual,78990
acer,AMD,Ryzen 7,4,512,0,ThinNlight,59990
ASUS,AMD,Ryzen 7,4,512,0,Casual,111990
HP,AMD,Ryzen 7,4,512,0,Casual,109000
DELL,AMD,Ryzen 7,4,512,0,Casual,89990
Lenovo,AMD,Ryzen 7,4,512,0,Casual,78988
Lenovo,AMD,Ryzen 7,4,512,0,Casual,73138
Lenovo,AMD,Ryzen 7,4,512,0,Casual,106990
ASUS,AMD,Ryzen 7,4,512,0,Casual,79990
DELL,AMD,Ryzen 7,4,512,0,Casual,89570
HP,AMD,Ryzen 7,4,512,0,ThinNlight,68500
Lenovo,AMD,Ryzen 7,16,512,0,Casual,73400
Vaio,AMD,Ryzen 7,8,512,0,ThinNlight,57990
HP,AMD,Ryzen 7,16,512,0,Casual,79990
HP,AMD,Ryzen 7,16,512,0,Gaming,84990
MSI,AMD,Ryzen 7,16,1024,0,Casual,99990
ASUS,AMD,Ryzen 7,8,1024,0,Casual,72990
HP,AMD,Ryzen 7,16,1024,0,ThinNlight,92990
HP,AMD,Ryzen 7,16,1024,0,ThinNlight,84190
ASUS,AMD,Ryzen 7,16,1024,0,Casual,112990
ASUS,AMD,Ryzen 7,4,1024,0,Casual,114990
acer,AMD,Ryzen 7,4,1024,0,Casual,99990
ASUS,AMD,Ryzen 7,4,1024,0,Gaming,95990
HP,AMD,Ryzen 7,4,1024,0,Casual,159990
ASUS,AMD,Ryzen 7,4,1024,0,Casual,76990
Lenovo,AMD,Ryzen 7,4,1024,0,Casual,130990
ASUS,AMD,Ryzen 7,4,1024,0,Casual,99990
ASUS,AMD,Ryzen 7,4,1024,0,Casual,112990
Lenovo,AMD,Ryzen 7,4,1024,0,Casual,77988
ASUS,AMD,Ryzen 7,4,1024,0,Casual,76000
ASUS,AMD,Ryzen 7,4,1024,0,Casual,99990
ASUS,AMD,Ryzen 7,4,1024,0,Casual,111000
ASUS,AMD,Ryzen 7,16,1024,0,ThinNlight,84970
HP,AMD,Ryzen 7,16,256,1024,Gaming,75990
acer,AMD,Ryzen 7,16,256,1024,Casual,89990
acer,AMD,Ryzen 7,16,256,1024,Casual,81990
Lenovo,AMD,Ryzen 7,4,512,1024,Casual,80490
ASUS,AMD,Ryzen 9,16,1024,0,Casual,135990
ASUS,AMD,Ryzen 9,16,1024,0,Casual,154990
ASUS,AMD,Ryzen 9,16,1024,0,Casual,199990
ASUS,AMD,Ryzen 9,16,1024,0,Casual,114990
ASUS,AMD,Ryzen 9,16,1024,0,Casual,129990
ASUS,AMD,Ryzen 9,16,1024,0,Casual,114990
MSI,AMD,Ryzen 9,4,1024,0,Casual,146990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,104990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,114990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,124990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,134990
HP,AMD,Ryzen 9,4,1024,0,Casual,141990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,129990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,142990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,121990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,124990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,141990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,162990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,130500
ASUS,AMD,Ryzen 9,4,1024,0,Casual,116990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,138990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,234990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,135990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,144990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,149990
ASUS,AMD,Ryzen 9,4,1024,0,Casual,142990
SAMSUNG,Qualcomm,Snapdragon 7c,4,0,512,Casual,38990
Lenovo,AMD,Ryzen 5,8,512,0,ThinNlight,57490
